Journal,Journal Type,Year,Authors,Title,DOI/web address,Region of study,Period of study,Type of article,Sub-type of article,Data location,"Raw data in reuseable format (supp mat as excel or csv, or in reprository)",Phyto pictures present,OA,Open Journal,Other open access,Used ICPN 1.0,Full methods given,other details
Quaternary International,Archaeological Science,2013,Bujan,Elemental composition of phytoliths in modern plants (Ericaeae).,https://doi.org/10.1016/j.quaint.2012.02.046,,,Methodological,MRP,Graph,N,Y,N,N,N - had to request,N,Y,weight % and mg per kg bar graph for different elements.
Quaternary International,Archaeological Science,2013,Babot et al.,Assessing the life history of projectile points/knives from the Middle Holocene of Argentina's Southern Puna.,https://doi.org/10.1016/j.quaint.2012.02.048,Argentina,4800 to 5900 BP,Archaeological,,Table,N,Y,N,N,Research gate,Y,Y,Table of count numbers of different phytoliths per lithic sample.
Quaternary International,Archaeological Science,2013,Benvenuto et al.,"Silicophytoliths in Holocene peatlands and fossil peatlands from Tierra del Fuego, Argentina, southernmost South America.",https://doi.org/10.1016/j.quaint.2011.11.025,Argentina,,Palaeoenvironmental,,Graph,N,Y,N,N,Academia,Y,Y,Graph of percentages of the most abundant phytolith morphotypes per samples.
Quaternary International,Archaeological Science,2013,Calegari et al.,Combining phytoliths and d13C matter in Holocene palaeoenvironmental studies of tropical soils: an example of an Oxisol in Brazil.,https://doi.org/10.1016/j.quaint.2011.11.012,Brazil,,Palaeoenvironmental,,Table,N,Y,N,N,Research gate,Y,Y,Table of counts and % of different morphotype groupings.
Quaternary International,Archaeological Science,2013,Calegari et al.,Opal phytolith extraction in oxisols.,https://doi.org/10.1016/j.quaint.2011.11.005,,,Methodological,,Table,N,Y,N,N,Academia,Y,Y,Table of counts per sample in the text for morphotype groupings.
Quaternary International,Archaeological Science,2013,Cuadra and Hermann,Characterisation and macropattern of calcium oxalate phytoliths in Argentinean endemic species of Chenopodioideae (Amaranthaceae).,https://doi.org/10.1016/j.quaint.2011.10.010,Argentina,,Methodological,MRP,N,N,Y,N,N,N - had to request,Y,Y,Data is provided in the text - measurements.
Quaternary International,Archaeological Science,2013,Watling and Iriarte,Phytoliths from the coastal savannas of French Guiana.,https://doi.org/10.1016/j.quaint.2012.10.030,French Guiana,,Methodological,MRP,Table,N,Y,N,N,N - had to request,Y,Y,Table of presence/absence of different morphotypes in modern plant sample and how much they occur. 
Quaternary International,Archaeological Science,2013,Puerto et al.,"Assessing links between late Holocene climate change and paleolimnological development of Pena Lagoon using opal phytoliths, physical and geochemical proxies.",https://doi.org/10.1016/j.quaint.2011.11.026,Uruguay,,Palaeoenvironmental,,Graph,N,Y,N,N,Research gate,N,N,Method not given in full or with a reference. Stratigraphic graphs of relative abundance.
Quaternary International,Archaeological Science,2013,Cordova,C3 Poaceae and Restionaceae phytoliths as potential proxies for reconstructing winter rainfall in South Africa.,https://doi.org/10.1016/j.quaint.2012.04.022,South Africa,,Palaeoenvironmental,MRS,Graph,N,Y,N,N,N - had to request,Y,Y,Lots of graphs of data but no raw counts provided. Many of the graphs have poorly labelled axes. 
Quaternary International,Archaeological Science,2013,Coe et al.,"Changes in Holocene tree cover density in Cabo Frio (Rio de janeiro, Brazil): evidence from soil phytolith assemblages.",https://doi.org/10.1016/j.quaint.2012.02.044,Brazil,,Palaeoenvironmental,,Table,N,Y,N,N,N -could not request,Y,Y,Table of percentages and concentrations of different morphotypes. - no raw counts.
Quaternary International,Archaeological Science,2013,Peto,Studying modern soil profiles of different landscape zones in Hungary: an attempt to establish a soil-phytolith identification key.,https://doi.org/10.1016/j.quaint.2012.02.049,Hungary,,Methodological,MRS,Graph,N,Y,N,N,N - had to request,Y,N,Detailed method not given. Stratigraphic graph of % morphotypes from each sample. Analytical plots - no raw data counts provided.
Quaternary International,Archaeological Science,2013,Gu et al.,Phytolith morphology research on wild and domesticated rice species in East Asia.,https://doi.org/10.1016/j.quaint.2012.02.013,China,,Methodological,M/MRP,Graph,N,Y,N,N,N - could not request,Y,Y,Graph of analysis in the text - supplementary files are apendix of photos and graphs - no raw data given.
Quaternary International,Archaeological Science,2013,Bonomo et al.,"Paleoenvironmental studies of Alfar archaeological site (mid-Holocene; Southeastern Pampas of Argentina): silicophytoliths,gastropods and archaeofauna.",https://doi.org/10.1016/j.quaint.2012.03.039,Argentina,,Palaeoenvironmental,,Graph,N,Y,N,N,N -could not request,Y,N,Methods full details not clear or referenced clearly. Stratigraphic graph of % of morphotypes in each sample. 
Quaternary International,Archaeological Science,2013,Blinnikov et al.,"Phytolith assemblages and opal concentrations from modern soils differentiate temperate grasslands of controlled composition on experimental plots at cedar Creek, Minnesota.",https://doi.org/10.1016/j.quaint.2011.12.023,United States,,Methodological,MRS,Graph,N,Y,N,N,Research gate,Y,N,Method full instructions not given. Graph of morphotype counts for each plot. No raw data provided.
Quaternary International,Archaeological Science,2012,Portillo et al.,"Domestic patterns in the Numidian site of Althiburos (northern Tunisia): The results from a combined study of animals bones, dung and plant remains.",https://doi.org/10.1016/j.quaint.2012.01.024,Tunisia,10th to 7th C BC,Archaeological,,Table,N,Y,N,N,N - could not request,Y,Y,No raw data but table of plant group phytolith data and graphs of analysis.
Quaternary International,Archaeological Science,2012,Blinkhorn et al.,"Uncovering a landscape buried by the super-eruption of Toba, 74,000 years ago: a multi-proxy environmental reconstruction of landscape heterogeneity in the Jurreru Valley, south India.",https://doi.org/10.1016/j.quaint.2011.12.008,India,,Palaeoenvironmental,,Graph,N,N,N,N,Academia,N,N,Full method not given. Stratigraphic graph of different morphotypes - not clear labels whether this is percentages?
Quaternary International,Archaeological Science,2012,Miyabuchi and Sugiyama,"Holocene vegetation history based on phytolith records in Asodani Valley, northern part of the Aso caldera, Japan.",https://doi.org/10.1016/j.quaint.2011.09.024,Japan,,Palaeoenvironmental, ,Graph,N,Y,N,N,N -could not request,Y,Y,Stratigraphic graphs of phytolith concentration for different morphotypes in the study - no raw counts provided.
Quaternary International,Archaeological Science,2012,Hwang et al.,"Phytolith analysis and reconstruction of palaeoenvironment at the Nabokri valley plain, Buyeo, Korea.",https://doi.org/10.1016/j.quaint.2011.03.004,South Korea,,Palaeoenvironmental,,Graph,N,Y,N,N,N - had to request,Y,Y,Stratigraphic graph of absolute quantities of different morphotypes - no raw counts provided.
Quaternary International,Archaeological Science,2012,Kawano et al.,"Grassland and fire history since the late-glacial in northern part of Aso caldera, central Kyusyu, Japan, inferred from phytolith and charcoal records.",https://doi.org/10.1016/j.quaint.2010.12.008,Japan,,Palaeoenvironmental,,Graph,N,Y,N,N,N - had to request,Y,Y,Stratigraphic graph of percentages of different phytolith morphotypes per sample.
Quaternary International,Archaeological Science,2012,Miyabuchi et al.,"Vegetation and fire history during the last 30,000 years based on phytolith and macroscopic charcoal records in the eastern and western areas of Aso Volcano, Japan.",https://doi.org/10.1016/j.quaint.2010.11.019,Japan,,Palaeoenvironmental,,Graph,N,Y,N,N,N - had to request,N,Y,Stratigraphic graph of phytolith concentration of the different morphotypes per sample.
Quaternary International,Archaeological Science,2012,Guo et al. ,Phytolith analysis of selected wetland plants from Changbai mountain region and implications for palaeoenvironment.,https://doi.org/10.1016/j.quaint.2011.05.009,China,,Palaeoenvironmental,MRP,Graph,N,Y,N,N,Academia,Y,Y,Graph of relative frequencies of phytolith morphotypes on wetland plants. Tables of morphometric measurements of some morphotypes.
Quaternary International,Archaeological Science,2012,Haberle et al. ,The palaeoenvironments of Kuk swamp from the beginnings of agriculture in the highlands of Papua New Guinea.,https://doi.org/10.1016/j.quaint.2011.07.048,Papua New Guinea,,Archaeological,,Graph,N,N,N,N,Academia,N,N,Graph of selected phytolith evidence on a pollen diagram.
Quaternary International,Archaeological Science,2012,Albert et al.,Insights in Neanderthal fire use  at Kebara Cave (Israel) through high resolution study of prehistoric combustion features: evidence from phytoliths and thin sections.,https://doi.org/10.1016/j.quaint.2010.10.016,Israel,Middle Palaeolithic,Archaeological,,Graph,N,Y,N,N,Academia,Y,Y,Graphs of percentages of phytolith groups per sample. Also table of phytolith densities and dissolution in samples.
Quaternary International,Archaeological Science,2011,Miyabuchi and Sugiyama,"90,000-year phytolith record from tephra section at the northeastern rim of Aso caldera, Japan.",https://doi.org/10.1016/j.quaint.2011.06.036,Japan,,Palaeoenvironmental,,Graph,N,Y,N,N,N - had to request,N,Y,Stratigraphic graph of phytolith concentration of the different morphotypes per sample - no raw data provided.
Quaternary International,Archaeological Science,2011,Inoue et al.,"Late Pleistocene buried humic soils within a tephra-soil sequence near Unzen volcano, Kyushu, Japan.",https://doi.org/10.1016/j.quaint.2011.06.039,Japan,,Palaeoenvironmental,,Graph,N,N,N,N,N - could not request,N,N,Stratigraphic graph of phytolith concentration of the different morphotypes per sample - no raw data provided.
Quaternary International,Archaeological Science,2011,Gutierrez et al.,"Paleoenvironments in the Paso Otero locality during Late Pleistocene-Holocene (Pampean region, Argentina): an interdisciplinary approach.",https://doi.org/10.1016/j.quaint.2010.11.010,Argentina,,Palaeoenvironmental,,Graph,N,Y,N,N,Academia,N,Y,Stratigraphic graph of morphotype percentages.
Quaternary International,Archaeological Science,2011,Bonomo et al.,"Multidisciplinary studies at Cerro Tapera Vazquez site, Pre-Delta National Park, Argentina: the archaeological, sedimentological and paleobotanical evidence.",https://doi.org/10.1016/j.quaint.2010.11.018,Argentina,650-520 BP,Archaeological,,Graph,N,Y,N,N,N - could not request,Y,N,Stratigraphic graph of percentages for the different morphotypes per sample. - no raw data provided.
Quaternary International,Archaeological Science,2011,Bracco et al. ,The relationship between emergence of mound builders in SE Uruguay and climate change inferred from opal phytolith records.,https://doi.org/10.1016/j.quaint.2010.05.025,Uruguay,7.0-0.6 ka BP,Archaeological,,Graph,N,N,N,N,N - could not request,N,N,Graph of humidity and temperature indices - no link to raw data counts.
Quaternary International,Archaeological Science,2011,Okazaki et al.,"Early Holocene coastal environment change inferred from deposits at Okinoshima archaeological site, Boso peninsula, central Japan.",https://doi.org/10.1016/j.quaint.2009.11.002,Japan,Earl Holocene,Archaeological,,Graph,N,N,N,N,N - had to request,N,N,Stratigraphic graph with limited phytolith data in plant groups. No full method instructions. 
Quaternary International,Archaeological Science,2010,Shu et al.,"Early Neolithic vegetation history, fire regime and human activity at Kuahuqiao, Lower Yangtze River, East China: new and improved insight.",https://doi.org/10.1016/j.quaint.2010.04.010,China,Early Neolithic,Archaeological,,Graph,N,Y,N,N,N - could not request,Y,Y,Stratigraphic graph of percentages of different morphotypes per sample - no raw count data provided.
Quaternary International,Archaeological Science,2010,Li et al. ,Palaeoecological records of environmental change and cultural development from the Liangzhu and Qujialing archaeological sites in the middle and lower reaches of the Yangtze River.,https://doi.org/10.1016/j.quaint.2010.05.015,China,5200-4000BP,Archaeological,,N,N,Y,N,N,N - had to request,N,N,Data is mentioned in the text but no graph/table or raw data provided.
Quaternary International,Archaeological Science,2010,Messager et al.,Palaeoenvironmental reconstruction of Damanisi site (Georgia) based on palaeobotanical data.,https://doi.org/10.1016/j.quaint.2009.12.016,Georgia,1.77 Ma,Archaeological,,Graph,N,N,N,N,N - had to request,Y,N,Stratigraphic graph of different morphotypes but no labels of what the data is on the axis or in the text - no raw data counts provided.
Quaternary International,Archaeological Science,2010,Matthews,Geoarchaeology and taphonomy of plant remains and microarchaeological residues in early urban environments in the Ancient Near East.,https://doi.org/10.1016/j.quaint.2009.10.019,Turkey/Syria/Iraq,,Methodological,,Graph,N,Y,N,N,N - had to request,N,Y,Graph of combined data from botanical sources in the text.
Quaternary International,Archaeological Science,2009,Menendez et al.,"A first phytolith approximation to diet study in the archaeological site Gascon 1, Pampean Region, Republica Argentina.",https://doi.org/10.1016/j.quaint.2009.02.006,Argentina,2000-400 BP,Archaeological,,Table,N,Y,N,N,Research gate,Y,N,Full method instructions not given. Table of percentages of different morphotypes per sample in the text.
Quaternary International,Archaeological Science,2009,Delhorn et al.,Environment and landscape management during the Middle Neolithic in Southern France: Evidence fro agro-sylvo-pastoral systems in the Middle Rhone Valley.,https://doi.org/10.1016/j.quaint.2008.05.008,France,Middle Neolithic,Archaeological,,Graph,N,N,N,N,N - had to request,N,N,Summary Stratigraphic graph of plant types - no raw data provided.
Quaternary International,Archaeological Science,2009,Iriarte and Paz,Phytolith analysis of selected native plants and modern soils from southeastern Uruguay and its implications for palaeoenvironmental and archaeological reconstruction.,https://doi.org/10.1016/j.quaint.2007.10.008,Uruguay,,Methodological,MRP/MRS,Table,N,Y,N,N,N - had to request,Y,Y,"Table of occurrence of different moprhotypes in different plant taxa, also a graph of percentage composition in modern soils. - no raw data counts provided."
Quaternary International,Archaeological Science,2009,Madella et al.,Plant water availability and analytical microscopy of phytoliths: implications for ancient irrigation in arid zones.,https://doi.org/10.1016/j.quaint.2007.06.012,,,Methodological,T,Table,N,N,N,N,Academia,N,Y,Table of counts for fixed and sensitive phytoliths. Also graphs of analysis in the text.
Quaternary International,Archaeological Science,2009,Montti et al.,Phytolith analysis of Chusquea ramosissima Lindm. (Poaceae: Bambusoideae) and associated soils.,https://doi.org/10.1016/j.quaint.2007.11.024,,,Methodological,MRP/MRS,Table,N,Y,N,N,N - had to request,Y,Y,Table of phytolith percentages of different morphotypes in the plants and also graphs of the percentages of morphotypes per soil sample.
Quaternary International,Archaeological Science,2009,Carter,Atmospheric carbon isotope signatures in phytolith-occluded carbon.,https://doi.org/10.1016/j.quaint.2007.11.013,,,Methodological,,Table,N,Y,N,N,N - had to request,N,Y,Table of phytolith percentages and carbon percentages in different plant taxa.
Quaternary International,Archaeological Science,2009,Cabanes et al.,"Formation processes through archaeobotanical remains: the case of the Bronze Age levels in El Mirador cave, Sierra de Atapuerca, Spain.",https://doi.org/10.1016/j.quaint.2007.08.002,Spain,Bronze Age,Archaeological,,Graph,N,Y,N,N,Academia,Y,N,"Method is not fully given. Graph of % of grass inflorescence versus grass leaf/stems, dicots."
Quaternary International,Archaeological Science,2009,Albert et al.,"Palaeoecological significance of palms at Olduvai Gorge, Tanzania, based on phytolith remains.",https://doi.org/10.1016/j.quaint.2007.06.008,Tanzania,,Palaeoenvironmental,MRS/MRP,Graph,N,Y,N,N,Academia,Y,Y,Graph of data from morphometric measurements - no raw data.
Quaternary International,Archaeological Science,2009,Portillo et al.,"Domestic activites and spatial distribution in Ain Abu Nukhayla (Wadi Rum, Southern Jordan): The use of phytoliths and spherulites studies.",https://doi.org/10.1016/j.quaint.2007.06.002,Jordan,Pre-Pottery Neolithic B,Archaeological,,Graph,N,Y,N,N,Academia,Y,Y,Graph of percentages of grouped phytolith morphotypes.
Quaternary International,Archaeological Science,2009,Barczi et al.,Palaeoenviromental reconstruction of Hungarian kurgans on the basis of the exmination of palaeosoils and phytolith analysis.,https://doi.org/10.1016/j.quaint.2007.10.025,Hungary,,Palaeoenvironmental,,Table,N,Y,N,N,Academia,Y,Y,Table of percenatges of different morphotypes in each sample.
Quaternary International,Archaeological Science,2009,Stromberg ,Methodological concerns for analysis of phytolith assemblages: does count size matter?,https://doi.org/10.1016/j.quaint.2007.11.008,,,Methodological,,Table,N,N,N,N,Research gate,N,Y,Tables of data in supplementary material but not sure what format? Word or pdf?
Quaternary International,Archaeological Science,2009,Zurro et al.,"Variability of the phytolith record in fisher-hunter-gatherer sites: an example from Yamana society (Beagle Channel, Tierra del Fuego, Argentina).",https://doi.org/10.1016/j.quaint.2007.11.007,Argentina,1776-1898 AD,Archaeological,,Table,N,Y,N,N,Research gate,N,Y,Table of absolute number and percentages of different morphotypes per sample.
Quaternary International,Archaeological Science,2009,Morris et al.,Developing an approach for using the soil phytolith record to infer vegetation and disturbance regime changes over the past 200 years.,https://doi.org/10.1016/j.quaint.2007.08.040,,,Methodological,,Graph,N,Y,N,N,N - had to request,Y,N,Graph of burnt phytolith index analysis - no raw data given.
Quaternary International,Archaeological Science,2009,Osterrieth et al.,Taphonomical aspects of silica phytoliths in the loess sediments of the Argentinean Pampas.,https://doi.org/10.1016/j.quaint.2007.09.002,Argentina,,Palaeoenvironmental,,Graph,N,Y,N,N,Research gate,Y,Y,Graph of percentages of different phytolith morphotypes per method.
Quaternary International,Archaeological Science,2009,Elbaum et al.,New methods to isolate organic materials from silicified phytoliths reveal fragmented glycoproteins but no DNA. ,https://doi.org/10.1016/j.quaint.2007.07.006,,,Methodological,,Table,N,N,N,N,Academia,N,Y,Table of results in the text.
,,,,,,,,,,,,,,,,,,
Antiquity,General Archaeology,2018,Medina et al.,"Bone tool and tuber processing: a multi-proxy approach at Boyo Paso 2, Argentina.",https://doi.org/10.15184/aqy.2018.93,Argentina,1500-750 BP,Archaeological,,N,N,Y,N,N,N - had to request,Y,N,"No data table or graph, discussion in the text as to what was found from use wear analysis"
Antiquity,General Archaeology,2018,Liu et al.,"Harvesting and processing wild cereals in the Upper Palaeolithic Yellow River Valley, China.",https://doi.org/10.15184/aqy.2018.36,China,Upper Palaeolithic,Archaeological,,.docx,N,Y,N,N,Research gate,Y,N,"Data described in the text, supp material for methods ris brief, data table in word doc"
Antiquity,General Archaeology,2015,Weisskopf et al.,Phytoliths and rice: from wet to dry and back again in the Neolithic Lower Yangtze.,https://doi.org/10.15184/aqy.2015.94,China,Neolithic,Archaeological,methodology,Graph,N,Y,Y,N,N/A,N,Y,"Graphs of data analysis, no raw data"
Antiquity,General Archaeology,2013,Shillito and Ryan,"Surfaces and streets: phytoliths, micromorphology and changing use of space at Neolithic Catalhoyuk (Turkey).",https://doi.org/10.1017/S0003598X00049395,Turkey,Neolithic,Archaeological,,Graph,N,N,N,N,Research gate,N,N,"Graph of some morphotypes, data of n per gram is on site repository but not easy to extract data as not excel file, can see it sample at a time."
Antiquity,General Archaeology,2011,Mitchell et al. ,Beyond the drip-line: a high-resolution open-air Holocene hunter-gatherer sequence from highland Lesotho.,https://doi.org/10.1017/S0003598X00062025,Lesotho,1300 BC to 800AD,Archaeological,,Graph,N,N,N,N,Research gate,N,N,Graph of C3 versus C4 phytos
Antiquity,General Archaeology,2011,Shillito et al.,"The microstratigraphy of middens: capturing daily routine in rubbish at Neolithic Catalhoyuk, Turkey.",https://doi.org/10.1017/S0003598X00068460,Turkey,Neolithic,Archaeological,methodology,Table,N,N,N,N,Research gate,N,N,Table with text about what phytolith present and significance
,,,,,,,,,,,,,,,,,,
Journal of Field Archaeology,General Archaeology,2009,Shahack-Grass et al.,"Identifying Threshing floors in the archaeological record: a test case at Iron age Tel Megiddo, Israel.",https://doi.org/10.1179/009346909791070943,Israel,Iron Age,Archaeological,,Graph,N,N,N,N,Research gate,N,N,Graph of some morphotype data - also modern ethnograohic study with comparison to archaeological samples.
,,,,,,,,,,,,,,,,,,
Journal of Anthropological Archaeology,General Archaeology,2018,Ramsey et al.,"Sheltered by reeds and settled on sedges: construction and use of a twenty thousand-year-old hut according to phytolith analysis from Kharaneh IV, Jordan.",https://doi.org/10.1016/j.jaa.2018.03.003,Jordan,Epipalaeolithic,Archaeological,,.xlsx,N,Y,N,N,N - had to request,Y,Y,Excel spreadsheet of data as n per gram for all samples.
Journal of Anthropological Archaeology,General Archaeology,2016,Field et al.,Human-environment dynamics during the Holocene in the Australian wet tropics of NE Queensland: a starch and phytolith study.,https://doi.org/10.1016/j.jaa.2016.07.007,Australia,last 2000 yrs,Archaeological,,Table,N,N,N,N,Research gate,N,N,"Table of some morphotypes - relative counts, and strat graphs - no raw data"
Journal of Anthropological Archaeology,General Archaeology,2014,Power et al.,The economic and ritual utilization of plants at the Raqefet Cave Natufian site: The evidence from phytoliths.,https://doi.org/10.1016/j.jaa.2013.11.002,Israel,Natufian,Archaeological,,Table,N,Y,N,N,Research gate,Y,Y,Table of some moprhotype counts and lots of graphs
Journal of Anthropological Archaeology,General Archaeology,2011,Ryan,Plants as material culture in the Near Eastern Neolithic: perspectives from the silica skeleton artifactual remains at Catalhoyuk.,https://doi.org/10.1016/j.jaa.2011.06.002,Turkey,Neolithic,Archaeological,,Table,N,Y,N,N,Academia,N,Y,"Table of results - textual data, and then graphs of counts for some morphotypes"
,,,,,,,,,,,,,,,,,,
PLoS One,Cross-disciplinary journals,2018,Ma et al.,"Multiple indicators of rice remains and the process of rice domestication: a case study in the lower Yangtze River region, China.",https://doi.org/10.1371/journal.pone.0208104,China,Neolithic,Archaeological,,.xlsx,N,Y,Y,Y,N/A,N,N,There is no raw data - data is ranges and means for morphometric measurements of rice bulliforms.
PLoS One,Cross-disciplinary journal,2018,Watling et al.,Direct archaeological evidence for Southwestern Amazonia as an early plant domestication and food production centre.,https://doi.org/10.1371/journal.pone.0199868,Bolivia,9000-5000 BP,Archaeological,,Graph,N,Y,Y,Y,N/A,N,Y,Presence absence table in text and strat graphs - no raw data
PLoS One,Cross-disciplinary journal,2018,Esteban et al.,"Phytoliths as an indicator of early modern humans plant gathering strategies, fire fuel and site occupation intensity during the Middle Stone Age at Pinnacle Point 5-6 (south coast, South Africa).",https://doi.org/10.1371/journal.pone.0198558,South Africa,Middle to late stone age,Archaeological,,.xlsx,N,Y,Y,Y,N/A,Y,Y,Raw frequencies given for all samples as excel spreadsheet.
PLoS One,Cross-disciplinary journal,2018,Fick and Evett,Districbution modelling of pre-Columbian California grasslands with soil phytoliths: new insights for prehistoric ecology and restoration.,https://doi.org/10.1371/journal.pone.0194315,United States,,Palaeoenvironmental,,.xlsx,N,N,Y,Y,N/A,N,N,Raw data of grass groups not individual morphotypes. - method given for sampling but no processing method given.
PLoS One,Cross-disciplinary journal,2018,Lancelotti,Not all that burns is wood. A social perspective on fuel exploitation and use during the Indus urban period (2600-1900 BC).,https://doi.org/10.1371/journal.pone.0192364,India,2600- 1900BC,Archaeological,,.xlsx,Y,N,Y,Y,N/A,N,Y,Raw data given for all analysis and details of methods used are given in full.
PLoS One,Cross-disciplinary journal,2017,Alcaraz-Castano et al.,A context for the Neandertals of interior Iberia: Casares cave revisited.,https://doi.org/10.1371/journal.pone.0180823,Spain,Middle Palaeolithic,Archaeological,,Table,N,Y,Y,Y,N/A,Y,Y,Data table of raw data - only 3 sample in total - is in the text.
PLoS One,Cross-disciplinary journal,2017,Bohme et al.,Messinian age and savannah environment of the possible hominin Graecopithecus from Europe.,https://doi.org/10.1371/journal.pone.0177347,Greece,7.37-7.11 Ma,Archaeological,,.xlsx,N,Y,Y,Y,N/A,Y,N,% raw data excel spreadsheet - no extraction method given.
PLoS One,Cross-disciplinary journal,2017,Zhu et al.,"Late Neolithic phytolith and charcoal records of human activities and vegetation change in Shijiahe culture, Tanjialing site, China.",https://doi.org/10.1371/journal.pone.0177287,China,Neolithic,Archaeological,,Graph,N,Y,Y,Y,N/A,N,Y,No raw data tables given but two stratigrahic graphs of data.
PLoS One,Cross-disciplinary journal,2016,Friesem et al.,Site formation processes and hunter-gatherers use of space in a tropical environment: a geo-ethnoarchaeological approach from South India.,https://doi.org/10.1371/journal.pone.0164185,India,Historical,Archaeological,,.xlsx,N,N,Y,Y,N/A,N,Y,No counts but raw data of phytolith density in each sample.
PLoS One,Cross-disciplinary journal,2016,Ramsey et al.,"Risk, reliability and resilience: phytolith evidence for alternative 'Neolithization' pathways at Kharaneh IV in the Azraq Basin, Jordan.",https://doi.org/10.1371/journal.pone.0164081,Jordan,Neolithic,Archaeological,,.xlsx,N,Y,Y,Y,N/A,Y,Y,N per gram values given for all samples and moprhotypes in excel.
PLoS One,Cross-disciplinary journal,2015,Dillehay et al.,"New archaeological evidence for an early human presence at Monte Verde, Chile.",https://doi.org/10.1371/journal.pone.0141923,Chile,18000-14500 BP,Archaeological,,.docx,N,N,Y,Y,N/A,N,Y,word doc with description of phytolith data and a strat graph - no raw data.
PLoS One,Cross-disciplinary journal,2015,Huan et al.,Bulliform phytolith research in wild and domesticated paddy soil in South China.,https://doi.org/10.1371/journal.pone.0141255,China,,Methodological,M,.xlsx,N,Y,Y,Y,N/A,N,Y,excel spreadsheet has some data about % of sample of bulliforms with more that 9 scales but no raw data.
PLoS One,Cross-disciplinary journal,2015,Cabanes and Shahack-Gross,Understanding fossil phytolith preservation: the role of partial dissolution in palaeoecology and archaeology. ,https://doi.org/10.1371/journal.pone.0125532,,,Methodological,T,.docx,N,Y,Y,Y,N/A,Y,Y,Raw data measurements are in a table of a word doc.
PLoS One,Cross-disciplinary journal,2014,Madella et al.,Microbotanical evidence of domestic cereals in Africa 7000 years ago.,https://doi.org/10.1371/journal.pone.0110177,Sudan,7500-6500 years ago,Archaeological,,Table,N,Y,Y,Y,N/A,N,Y,Raw data is given in a table in the text. 
PLoS One,Cross-disciplinary journal,2014,Huang et al.,Production of carbon occluded in phytolith is season-dependent in a bamboo forest in subtropical China.,https://doi.org/10.1371/journal.pone.0106843,China,,methodological,R,Table,N,N,Y,Y,N/A,N,Y,Raw data in tables in the text.
PLoS One,Cross-disciplinary journal,2014,Qiu et al.,"Pollen and phytolith evidence for rice cultivation and vegetation change during the Mid-Late Holocene at the Jiangli Site, Suzhou, East China.",https://doi.org/10.1371/journal.pone.0086816,China,Mid-late Holocene,Archaeological,,Graph,N,Y,Y,Y,N/A,Y,N,"no raw data, combined strat graphs for all palaeobotanical methods."
PLoS One,Cross-disciplinary journal,2013,Saul et al.,Phytoliths in pottery reveal the use of spice in European Prehistoric Cuisine.,https://doi.org/10.1371/journal.pone.0070583,Denmark/Germany,6100-5750 BP,Archaeological,,Table,N,N,Y,Y,N/A,Y,Y,"Raw data given in a table in the text, also graph of phytolith counts per mg"
PLoS One,Cross-disciplinary journal,2013,Yang et al.,Sago-type plams were an important plant food prior to rice in southern subtropical China.,https://doi.org/10.1371/journal.pone.0063148,China,3350-2470 BC,Archaeological,,Table,N,Y,Y,Y,N/A,Y,N,Table in the text - data is from stone tool extraction. Method gives two reference but no detail of actual extraction method used.
PLoS One,Cross-disciplinary journal,2012,Zhang et al.,"Early mixed farming of millet and rice 7800 years ago in middle yellow river region, China.",https://doi.org/10.1371/journal.pone.0052146,China,9000-7000BP,Archaeological,,Graph,N,Y,Y,Y,N/A,N,N,"Pie chart of some data, other data described in the text - methods are given by two references but no clear method described."
PLoS One,Cross-disciplinary journal,2012,Chen et al.,"Archaeobotanical study of ancient food and cereal remains at the Astana Cemeteries, Xinjing, China.",https://doi.org/10.1371/journal.pone.0045137,China,3rd and 8th centuries,Archaeological,,Table,N,Y,Y,Y,N/A,N,N,Some data given in table in the text - but ot all raw data. Method refs given but not clear full method.
PLoS One,Cross-disciplinary journal,2012,Balbo et al.,Squaring the circle. Social and environmental implications of pre-pottery neolithic building technology at Tell Qarassa (South Syria).,https://doi.org/10.1371/journal.pone.0042109,Syria,Neolithic,Archaeological,,Graph,N,Y,Y,Y,N/A,Y,Y,Graph of concentrations and another of some plant parts - no raw data supplied with this paper.
PLoS One,Cross-disciplinary journal,2012,Yao et al.,"Pollen and phytolith from fired ancient potsherds as potential indicators for deciphering past vegetation and climate in Turpan, Xinjiang, NW China.",https://doi.org/10.1371/journal.pone.0039780,China,2700 BP,Archaeological,,Table,N,Y,Y,Y,N/A,N,N,Table of results of bulliforms dark versus transparent counts. Method is not full method.
PLoS One,Cross-disciplinary journal,2011,Zhang et al.,Phytolith analysis for differentiating between foxtail millet (Setaria italica) and Green foxtail (Setaria viridis).,https://doi.org/10.1371/journal.pone.0019726,,,methodological,MRP,Table,N,Y,Y,Y,N/A,N,Y,Tables of measurements and graphs. 
PLoS One,Cross-disciplinary journal,2011,Hart et al. ,Teosinte inflorescence phytolith assemblages mirror Zea taxonomy.,https://doi.org/10.1371/journal.pone.0018349,,,methodological,M,Table,N,Y,Y,Y,N/A,N,Y,Table of discriminant analysis but no raw data provided.
PLoS One,Cross-disciplinary journal,2009,Lu e al.,Phytoliths analysis for the discrimination of foxtail millet (Setaria italica) and Common millet (Panicum miliaceum).,https://doi.org/10.1371/journal.pone.0004448,,,methodological,M,Table,N,Y,Y,Y,N/A,N,Y,Table of averages but no raw measurement data.
,,,,,,,,,,,,,,,,,,
